,name,ad,item,text,who,page
21076,Mr Ross Hart MP,Addition,Liability,"OVERDRAFT, CBA",Self,4
21077,Mr Ross Hart MP,Addition,Liability,"CAR LOAN, BMW FINANCE",Self,4
21078,Mr Ross Hart MP,Addition,Liability,"MORTGAGE, ANZ",Spouse,4
21079,Mr Ross Hart MP,Addition,Savings/other accounts,"JOINT A/C, ANZ",Self,4
21080,Mr Ross Hart MP,Addition,Savings/other accounts,"PERSONAL A/C, CBA",Self,4
21081,Mr Ross Hart MP,Addition,Savings/other accounts,"JOINT A/C, MYSTATE",Self,4
21082,Mr Ross Hart MP,Addition,Savings/other accounts,"JOINT A/C, ANZ",Spouse,4
21083,Mr Ross Hart MP,Addition,Savings/other accounts,"JOINT A/C, MYSTATE",Spouse,4
21084,Mr Ross Hart MP,Addition,Savings/other accounts,"SAVINGS A/C, ANZ",Other,4
21085,Mr Ross Hart MP,Addition,Other asset,CREDIT LOAN A/C IN RAE & PARTNERS PTY,Self,5
21086,Mr Ross Hart MP,Addition,Other income,DIVIDEND FROM RAE & PARTNERS PTY: INTEREST ON CREDIT LOAN A/C RAE & PARTNERS PTY,Self,5
21087,Mr Ross Hart MP,Addition,Other income,"INCOME FROM BUSINESS SPRINGFORD EAST, DESIGN CONDUCTED BY SPRINGFORD EAST PTY LTD AS TRUSTEE OF THE FLEETWOOD TRUST",Spouse,5
21088,Mr Ross Hart MP,Addition,Membership,MEMBER OF PETER HEWITT CARE FOR AFRICA FOUNDATION INC,Self,6
21089,Mr Ross Hart MP,Addition,Membership,MEMBER OF ASSOCIATION - ST LUKES MEDICAL & HOSPITAL BENEFITS ASSOCIATION,Self,6
21090,Mr Ross Hart MP,Addition,Membership,ROTARY CLUB OF LAUNCESTON INC,Self,6
21091,Mr Ross Hart MP,Addition,Membership,TRUSTEE WD BOOTH CHARITABLE TRUST,Self,6
21092,Mr Ross Hart MP,Addition,Other conflict,SPRINGFORD EAST SUPERANNUATION FUND,Self,6
21093,Mr Ross Hart MP,Addition,Other conflict,SUPERANNUATION FUND - BENEFICIAL INTEREST - MEMBER,Self,6
21094,Mr Ross Hart MP,Addition,Other conflict,SPRINGFORD EAST SUPERANNUATION FUND,Spouse,6
21095,Mr Ross Hart MP,Addition,Other conflict,SUPERANNUATION FUND - BENEFICIAL INTEREST - MEMBER,Spouse,6
21096,Mr Ross Hart MP,Addition,Not listed,MEMBERSHIP CHAIRMAN'S LOUNGE - QANTAS,Self,7
21097,Mr Ross Hart MP,Addition,Not listed,MEMBERSHIP CHAIRMAN'S LOUNGE - QANTAS,Spouse,7
21098,Mr Ross Hart MP,Addition,Not listed,MEMBERSHIP VIRGIN VIP LOUNGE,Self,7
21099,Mr Ross Hart MP,Addition,Not listed,MEMBERSHIP VIRGIN VIP LOUNGE,Spouse,7
21100,Mr Ross Hart MP,Addition,Not listed,BASE LEVEL SUBSCRIPTION TELEVISION SERVICE - ASTRA COMPLIMENTARY,Self,7
21101,Mr Ross Hart MP,Addition,Membership,MEMBERSHIP NATIONAL PRESS CLUB HOSPITALITY NATIONAL PRESS CLUB SHORTEN ADDRESS - WBC,Self,7
21102,Mr Ross Hart MP,Addition,Membership,UPGRADE ECONOMY TO BUSINESS CBR-MEL 16/9/16 VIRGIN,Self,7
21103,Mr Ross Hart MP,Deletion,Directorship,RAE & PARTNERS PTY,Self,7
21104,Mr Ross Hart MP,Deletion,Directorship,WILL EDWARDS LAWYERS PTY LTD,Self,7
21105,Mr Ross Hart MP,Deletion,Directorship,LSC CUSTODIA PTY LTD,Self,7
21106,Mr Ross Hart MP,Deletion,Directorship,AUSTRALIA BUSINESS SERVICES PTY LTD,Self,7
21107,Mr Ross Hart MP,Deletion,Trustee,RESIGNATION AS TRUSTEE WD BOOTH CHARITABLE TRUST,Self,7
21109,Mr Ross Hart MP,Addition,Shareholding,RAE & PARTNERS PTY,Self,2
21110,Mr Ross Hart MP,Addition,Shareholding,WILL EDWARDS LAWYERS PTY LTD (WHOLLY OWNED SUBSIDIARY OF RAE & PARTNERS PTY),Self,2
21111,Mr Ross Hart MP,Addition,Shareholding,LSC CUSTODIA (WHOLLY OWNED SUBSIDIARY OF RAE & PARTNERS PTY),Self,2
21112,Mr Ross Hart MP,Addition,Shareholding,AUSTRALIAN BUSINESS SERVICES PTY LTD,Self,2
21113,Mr Ross Hart MP,Addition,Shareholding,SPRINGFORD EAST PTY LTD,Self,2
21114,Mr Ross Hart MP,Addition,Shareholding,BGRS PTY LTD,Spouse,2
21115,Mr Ross Hart MP,Addition,Shareholding,SPRINGFORD EAST PTY LTD,Spouse,2
21116,Mr Ross Hart MP,Addition,Trust beneficiary,"FLEETWOOD TRUST, FAMILY TRUST BUSINESS OF INVESTMENT & PUBLISHING & DESIGN, DISCRETIONARY OBJECT",Self,2
21117,Mr Ross Hart MP,Addition,Trust beneficiary,"FLEETWOOD TRUST, FAMILY TRUST BUSINESS OF INVESTMENT & PUBLISHING & DESIGN, DISCRETIONARY OBJECT",Spouse,2
21118,Mr Ross Hart MP,Addition,Trust beneficiary,"FLEETWOOD TRUST, FAMILY TRUST BUSINESS OF INVESTMENT & PUBLISHING & DESIGN, DISCRETIONARY OBJECT",Other,2
21119,Mr Ross Hart MP,Addition,Real estate,"LONGFORD, INVESTMENT PROPERTY",Self,3
21120,Mr Ross Hart MP,Addition,Real estate,"LONGFORD, INVESTMENT PROPERTY",Spouse,3
21121,Mr Ross Hart MP,Addition,Real estate,"NORWOOD, PRINCIPAL RESIDENCE",Spouse,3
21122,Mr Ross Hart MP,Addition,Directorship,"SPRINGFORD EAST PTY LTD, TRUSTEE OF DISCRETIONARY FAMILY TRUST & TRUSTEE OF SELF MANAGED SUPERANNUATION FUND",Spouse,3
21124,Mr Ross Hart MP,Addition,Shareholding,RAE & PARTNERS PTY,Self,2
21125,Mr Ross Hart MP,Addition,Shareholding,WILL EDWARDS LAWYERS PTY LTD (WHOLLY OWNED SUBSIDIARY OF RAE & PARTNERS PTY),Self,2
21126,Mr Ross Hart MP,Addition,Shareholding,LSC CUSTODIA (WHOLLY OWNED SUBSIDIARY OF RAE & PARTNERS PTY),Self,2
21127,Mr Ross Hart MP,Addition,Shareholding,AUSTRALIAN BUSINESS SERVICES PTY LTD,Self,2
21128,Mr Ross Hart MP,Addition,Shareholding,SPRINGFORD EAST PTY LTD,Self,2
21129,Mr Ross Hart MP,Addition,Shareholding,BGRS PTY LTD,Spouse,2
21130,Mr Ross Hart MP,Addition,Shareholding,SPRINGFORD EAST PTY LTD,Spouse,2
21131,Mr Ross Hart MP,Addition,Trust beneficiary,"FLEETWOOD TRUST, FAMILY TRUST BUSINESS OF INVESTMENT & PUBLISHING & DESIGN, DISCRETIONARY OBJECT",Self,2
21132,Mr Ross Hart MP,Addition,Trust beneficiary,"FLEETWOOD TRUST, FAMILY TRUST BUSINESS OF INVESTMENT & PUBLISHING & DESIGN, DISCRETIONARY OBJECT",Spouse,2
21133,Mr Ross Hart MP,Addition,Trust beneficiary,"FLEETWOOD TRUST, FAMILY TRUST BUSINESS OF INVESTMENT & PUBLISHING & DESIGN, DISCRETIONARY OBJECT",Other,2
21134,Mr Ross Hart MP,Addition,Real estate,"LONGFORD, INVESTMENT PROPERTY",Self,3
21135,Mr Ross Hart MP,Addition,Real estate,"LONGFORD, INVESTMENT PROPERTY",Spouse,3
21136,Mr Ross Hart MP,Addition,Real estate,"NORWOOD, PRINCIPAL RESIDENCE",Spouse,3
21137,Mr Ross Hart MP,Addition,Directorship,"SPRINGFORD EAST PTY LTD, TRUSTEE OF DISCRETIONARY FAMILY TRUST & TRUSTEE OF SELF MANAGED SUPERANNUATION FUND",Spouse,3
21138,Mr Ross Hart MP,Addition,Liability,"MORTGAGE, ANZ",Self,4
21139,Mr Ross Hart MP,Addition,Liability,"OVERDRAFT, ANZ, CBA",Self,4
21140,Mr Ross Hart MP,Addition,Liability,"CAR LOAN, BMW FINANCE",Self,4
21141,Mr Ross Hart MP,Addition,Liability,"MORTGAGE, ANZ",Spouse,4
21142,Mr Ross Hart MP,Addition,Savings/other accounts,"JOINT A/C, ANZ",Self,4
21143,Mr Ross Hart MP,Addition,Savings/other accounts,"PERSONAL A/C, CBA",Self,4
21144,Mr Ross Hart MP,Addition,Savings/other accounts,"JOINT A/C, MYSTATE",Self,4
21145,Mr Ross Hart MP,Addition,Savings/other accounts,"JOINT A/C, ANZ",Spouse,4
21146,Mr Ross Hart MP,Addition,Savings/other accounts,"JOINT A/C, MYSTATE",Spouse,4
21147,Mr Ross Hart MP,Addition,Savings/other accounts,"SAVINGS A/C, ANZ",Other,4
21148,Mr Ross Hart MP,Addition,Other asset,CREDIT LOAN A/C IN RAE & PARTNERS PTY,Self,5
21149,Mr Ross Hart MP,Addition,Other income,DIVIDEND FROM RAE & PARTNERS PTY: INTEREST ON CREDIT LOAN A/C RAE & PARTNERS PTY,Self,5
21150,Mr Ross Hart MP,Addition,Other income,INCOME FROM BUSINESS SPRINGFORD EAST DESIGN CONDUCTED BY SPRINGFORD EAST PTY LTD AS TRUSTEE OF THE FLEETWOOD TRUST,Spouse,5
21151,Mr Ross Hart MP,Addition,Membership,MEMBER OF PETER HEWITT CARE FOR AFRICA FOUNDATION INC,Self,6
21152,Mr Ross Hart MP,Addition,Membership,MEMBER OF ASSOCIATION - ST LUKES MEDICAL & HOSPITAL BENEFITS ASSOCIATION,Self,6
21153,Mr Ross Hart MP,Addition,Membership,ROTARY CLUB OF LAUNCESTON INC,Self,6
21154,Mr Ross Hart MP,Addition,Membership,TRUSTEE WD BOOTH CHARITABLE TRUST ,Self,6
21155,Mr Ross Hart MP,Addition,Other conflict,SPRINGFORD EAST SUPPERANNUATION FUND,Self,6
21156,Mr Ross Hart MP,Addition,Other conflict,SUPERANNUATION FUND - BENEFICIAL INTEREST - MEMBER,Self,6
21157,Mr Ross Hart MP,Addition,Other conflict,SPRINGFORD EAST SUPERANNUATION FUND,Spouse,6
21158,Mr Ross Hart MP,Addition,Other conflict,SUPERANNUATION FUND - BENEFICIAL INTEREST - MEMBER,Spouse,6
21159,Mr Ross Hart MP,Addition,Shareholding,Springford East Superannuation Fund,Self,8
21160,Mr Ross Hart MP,Addition,Shareholding,Springford East Superannuation Fund,Spouse,8
21161,Mr Ross Hart MP,Addition,Shareholding,AGL ,Self,8
21162,Mr Ross Hart MP,Addition,Shareholding,ANZ,Self,8
21163,Mr Ross Hart MP,Addition,Shareholding,BHP,Self,8
21164,Mr Ross Hart MP,Addition,Shareholding,CBA,Self,8
21165,Mr Ross Hart MP,Addition,Shareholding,Crown Resorts Limted ,Self,8
21166,Mr Ross Hart MP,Addition,Shareholding,Fletcher Building Limited ,Self,8
21167,Mr Ross Hart MP,Addition,Shareholding,Shares and Securities Macquarie Atlas Roads Group ,Self,8
21168,Mr Ross Hart MP,Addition,Shareholding,Premier Investments Limited ,Self,8
21169,Mr Ross Hart MP,Addition,Shareholding,Rio Tinto Limited ,Self,8
21170,Mr Ross Hart MP,Addition,Shareholding,South 32 Limited ,Self,8
21171,Mr Ross Hart MP,Addition,Shareholding,Suncorp Group Limited ,Self,8
21172,Mr Ross Hart MP,Addition,Shareholding,Telstra Corporation Limited ,Self,8
21173,Mr Ross Hart MP,Addition,Shareholding,Virgin Australia Holdings Limited,Self,8
21174,Mr Ross Hart MP,Addition,Shareholding,Westpac Banking Corporation ,Self,8
21175,Mr Ross Hart MP,Addition,Shareholding,Woolworths Limited ,Self,8
21176,Mr Ross Hart MP,Addition,Shareholding,AGL ,Spouse,8
21177,Mr Ross Hart MP,Addition,Shareholding,ANZ,Spouse,8
21178,Mr Ross Hart MP,Addition,Shareholding,BHP,Spouse,8
21179,Mr Ross Hart MP,Addition,Shareholding,CBA,Spouse,8
21180,Mr Ross Hart MP,Addition,Shareholding,CBA,Spouse,8
21181,Mr Ross Hart MP,Addition,Shareholding,Crown Resorts Limited,Spouse,8
21182,Mr Ross Hart MP,Addition,Shareholding,Fletcher Building Limited,Spouse,8
21183,Mr Ross Hart MP,Addition,Shareholding,Shares and Securities Macquarie Atlas Roads Group ,Spouse,8
21184,Mr Ross Hart MP,Addition,Shareholding,Premier Investments Limited ,Spouse,8
21185,Mr Ross Hart MP,Addition,Shareholding,Rio Tinto Limited ,Spouse,8
21186,Mr Ross Hart MP,Addition,Shareholding,South 32 Limited ,Spouse,8
21187,Mr Ross Hart MP,Addition,Shareholding,Suncorp Group Limited ,Spouse,8
21188,Mr Ross Hart MP,Addition,Shareholding,Telstra Corporation Limited ,Spouse,8
21189,Mr Ross Hart MP,Addition,Shareholding,Virgin Australia Holdings Limited ,Spouse,8
21190,Mr Ross Hart MP,Addition,Shareholding,Westpac Banking Corporation ,Spouse,8
21191,Mr Ross Hart MP,Addition,Shareholding,Woolworths Limited ,Spouse,8
21192,Mr Ross Hart MP,Addition,Directorship,"Springford East Pty Ltd, trustee of discretionary Trust & trustee of Self Managed Superannuation Fund ",Self,8
21193,Mr Ross Hart MP,Addition,Directorship,Peter Hewitt Care for Africa Foundation Inc ,Self,8
21194,Mr Ross Hart MP,Addition,Directorship,Rae & Partners Pty Ltd ,Self,8
21195,Mr Ross Hart MP,Addition,Directorship,Will Edwards Lawyers Pty Ltd ,Self,8
21196,Mr Ross Hart MP,Addition,Directorship,LSC Custodia Pty Ltd ,Self,8
21197,Mr Ross Hart MP,Addition,Travel or hospitality,Upgrade economy to business class Melbourne to Brisbane 30 December 2016 Ross Hart and Ann Hart - Virgin ,Self,10
21198,Mr Ross Hart MP,Addition,Travel or hospitality,Upgrade economy to business class Melbourne to Brisbane 30 December 2016 Ross Hart and Ann Hart - Virgin ,Spouse,10
21199,Mr Ross Hart MP,Addition,Travel or hospitality,Upgrade to premium economy class Los Angeles to Sydney 14 January 2017 Ross Hart and Ann Hart - Virgin ,Self,10
21200,Mr Ross Hart MP,Addition,Travel or hospitality,Upgrade to premium economy class Los Angeles to Sydney 14 January 2017 Ross Hart and Ann Hart - Virgin ,Spouse,10
21201,Mr Ross Hart MP,Addition,Travel or hospitality,"Complimentary limousine transfer supplied by Virgin Australia - residence to Launceston Airport, Brisbane Domestic to Brisbane International Terminal 30 December 2016",Self,10
21202,Mr Ross Hart MP,Addition,Travel or hospitality,Complimentary limousine transfer supplied by Virgin Australia - Sydney International to Sydney Domestic 16 January 2017 ,Self,10
21203,Mr Ross Hart MP,Addition,Travel or hospitality,Complimentary limousine transfer supplied by Virgin Australia - Launceston Airport to residence 16 January 2017,Self,10
21204,Mr Ross Hart MP,Addition,Travel or hospitality,Upgrade economy to business class Sydney to Canberra 9 October 2016 - Virgin ,Self,9
21205,Mr Ross Hart MP,Addition,Travel or hospitality,Upgrade economy to business class Melbourne to Canberra 16 October 2016 - Virgin ,Self,9
21206,Mr Ross Hart MP,Addition,Gift,Membership Chairman's Lounge ,Self,7
21207,Mr Ross Hart MP,Addition,Travel or hospitality,"Membership Chairman's Lounge
",Spouse,7
21208,Mr Ross Hart MP,Addition,Travel or hospitality,"Membership Virgin VIP Lounge, base level",Self,7
21209,Mr Ross Hart MP,Addition,Travel or hospitality,"Membership Virgin VIP Lounge, base level",Spouse,7
21210,Mr Ross Hart MP,Addition,Gift,"Subscription television service, ASTRA complimentary ",Self,7
21211,Mr Ross Hart MP,Addition,Travel or hospitality,Press Club Shorten Address - WBC ,Self,7
21212,Mr Ross Hart MP,Addition,Travel or hospitality,Upgrade Economy to Business Class CBR-MEL 16/9/16 Virgin ,Self,7
21213,Mr Ross Hart MP,Deletion,Directorship,Resignation of Director - RAE & PARTNERS PTY ,Self,7
21214,Mr Ross Hart MP,Deletion,Directorship,Resignation of Director - Will Edwards Lawyers Pty Ltd ,Self,7
21215,Mr Ross Hart MP,Deletion,Directorship,Resignation of Director - LSC Custodia Pty Ltd ,Self,7
21216,Mr Ross Hart MP,Deletion,Directorship,Resignation of Director - Australian Business Services Pty Ltd ,Self,7
21217,Mr Ross Hart MP,Deletion,Trustee,Resignation as Trustee: WD Booth Charitable Trust ,Self,7
21218,Mr Ross Hart MP,Addition,Gift,"In the course of a parliamentary delegation to the NATO Parliamentary Assembly held in Bucharest 7 - 9 October 2017, upgrade from Qatar Airways, Doha to Melbourne, Busienss Class to First Class",Self,16
21219,Mr Ross Hart MP,Addition,Gift,gift of unknown value from Tianjin Sinonocy Biological Technology Co Ltd.,Self,19
21220,Mr Ross Hart MP,Addition,Gift,"Gift from Qantas, Presentation pack gift chocolates, wine, biscuits and keep cup, value unknown",Self,22
21221,Mr Ross Hart MP,Addition,Shareholding,Springford East Superranuation Fund,Self,8
21222,Mr Ross Hart MP,Addition,Shareholding,Shares - AGL,Self,8
21223,Mr Ross Hart MP,Addition,Shareholding,Shares - ANZ,Self,8
21224,Mr Ross Hart MP,Addition,Shareholding,Shares - BHP,Self,8
21225,Mr Ross Hart MP,Addition,Shareholding,Shares - CBA,Self,8
21226,Mr Ross Hart MP,Addition,Shareholding,Shares - Crown Resorts Limited,Self,8
21227,Mr Ross Hart MP,Addition,Shareholding,Shares - Fletcher Building Limited,Self,8
21228,Mr Ross Hart MP,Addition,Shareholding,Shares & Securities Macquarie Atlas Roads Group,Self,8
21229,Mr Ross Hart MP,Addition,Shareholding,Shares - Premier Investments Limited,Self,8
21230,Mr Ross Hart MP,Addition,Shareholding,Shares - Rio Tinto Limited,Self,8
21231,Mr Ross Hart MP,Addition,Shareholding,Shares - South 32 Limited,Self,8
21232,Mr Ross Hart MP,Addition,Shareholding,Shares - Suncorp Group Limited,Self,8
21233,Mr Ross Hart MP,Addition,Shareholding,Shares - Telstra Corporation Limited,Self,8
21234,Mr Ross Hart MP,Addition,Shareholding,Shares - Virgin Australia Holidings Limited,Self,8
21235,Mr Ross Hart MP,Addition,Shareholding,Shares - Westpac Banking Corporate,Self,8
21236,Mr Ross Hart MP,Addition,Shareholding,Shares - Woolworths Limited,Self,8
21237,Mr Ross Hart MP,Addition,Directorship,"Springford East Pty Ltd, Trustee of discretionary Trust & trustee of Self Managed Superannuation Fund",Self,8
21238,Mr Ross Hart MP,Addition,Directorship,Peter Hewitt Care for Africa Foundation Inc,Self,8
21239,Mr Ross Hart MP,Addition,Directorship,Rae & Partners Pty Ltd,Self,8
21240,Mr Ross Hart MP,Addition,Directorship,Will Edwards Lawyers Pty Ltd,Self,8
21241,Mr Ross Hart MP,Addition,Directorship,LSC Custodia Pty Ltd,Self,8
21242,Mr Ross Hart MP,Addition,Not listed,"Upgrade economy to business class Sydney to Canberra, 9 October 2016, Virgin",Self,9
21243,Mr Ross Hart MP,Addition,Not listed,"Upgrade economy to business class Melbourne to Canberra, 16 October 2016, Virgin",Self,9
21244,Mr Ross Hart MP,Addition,Not listed,"Upgrade Economy to Business, Melbourne to Canberra, Virgin Australia, 12 June 2016",Self,13
21245,Mr Ross Hart MP,Addition,Not listed,"Upgrade economy to premium economy class Los Angeles to Sydney, 14 January 2017, Ross Hart and Ann Hart, Virgin",Self,10
21246,Mr Ross Hart MP,Addition,Not listed,"Upgrade economy to business class Melbourne to Brisbane, 30 December 2016, Ross Hart and Ann Hart, Virgin",Self,10
21247,Mr Ross Hart MP,Addition,Not listed,"Upgrade economy to business class Melbourne to Brisbane, 30 December 2016, Ross Hart and Ann Hart, Virgin",Spouse,10
21248,Mr Ross Hart MP,Addition,Not listed,"Upgrade economy to premium economy class Los Angeles to Sydney, 14 January 2017, Ross Hart and Ann Hart, Virgin",Spouse,10
21249,Mr Ross Hart MP,Addition,Not listed,"Complimentary limousine transfer supplied by Virgin Australia, Residence to Launceston Airport, Brisbane Domestic to Brisbane International Terminal, 30 December 2016",Self,10
21250,Mr Ross Hart MP,Addition,Not listed,"Complimentary limousine transfer supplied by Virgin Australia, Sydney International to Sydney Domestic, 16 January 2017",Self,10
21251,Mr Ross Hart MP,Addition,Not listed,"Complimentary limousine transfer supplied by Virgin Australia, Launceston Airport to residence, 16 January 2017",Self,10
21252,Mr Ross Hart MP,Addition,Not listed,"Return flights Melbourne to Oman, Jordan, business class Qatas Airways, courtesy of the State of Qatar",Self,12
